"species","sla","plant_height","seed_mass","ldmc","leaf_area","lnc_m","lpc_m","lnc_a","vcmax"
"MALVA NICAEENSIS",NA,NA,8.162,NA,NA,NA,NA,NA,NA
"MALVA PARVIFLORA",6.5,0.9,2.336,NA,2250,NA,6.1,NA,NA
"MALVA SYLVESTRIS",22.57333333,0.818888889,4.518181818,170.005,7727.5,28.9,1.6,1.280271707,336.6643449
"MARRUBIUM VULGARE",11.39,0.581818182,0.830769231,220.5,429.81,NA,NA,NA,NA
"MARSILEA QUADRIFOLIA",NA,0.1375,NA,NA,NA,NA,NA,NA,NA
"MATRICARIA DISCOIDEA",23.24764706,0.196923077,0.100526316,192.5,300,NA,NA,NA,NA
"MATRICARIA MARITIMA",16.38714286,0.35,0.2325,190,158.875,24.4,NA,1.488972191,391.544892
"MATRICARIA RECUTITA",40.995,0.325,0.043333333,106.6666667,334,NA,NA,NA,NA
"MATTHIOLA FRUTICULOSA",NA,NA,0.4,NA,NA,NA,NA,NA,NA
"MATTHIOLA INCANA",22.52,0.511428571,1.586666667,110,590,NA,NA,NA,NA
"MATTHIOLA SINUATA",NA,0.3,1.573333333,NA,NA,NA,NA,NA,NA
"MECONOPSIS CAMBRICA",35.70272727,0.375,0.208333333,163,2353.5,NA,NA,NA,NA
"MEDICAGO",12.78,0.05,1.8,NA,54.02166667,NA,NA,NA,NA
"MEDICAGO ARABICA",27.7775,0.35375,2.198823529,179.7475,225.19,NA,NA,NA,NA
"MEDICAGO ARBOREA",NA,NA,7.856666667,NA,NA,34.2,1.3,NA,NA
"MEDICAGO CORONATA",NA,NA,1.366666667,NA,NA,NA,NA,NA,NA
"MEDICAGO DISCIFORMIS",NA,NA,3.266666667,NA,NA,NA,NA,NA,NA
"MEDICAGO HYBRIDA",NA,NA,4.3,NA,NA,NA,NA,NA,NA
"MEDICAGO INTERTEXTA",NA,NA,15.65,NA,NA,NA,NA,NA,NA
"MEDICAGO LITTORALIS",NA,0.3,2.493333333,NA,NA,NA,NA,NA,NA
"MEDICAGO LUPULINA",30.42526874,0.239617241,1.553977778,227.1725432,319.0686842,36.76,1.460156162,1.208206255,317.7137831
"MEDICAGO MARINA",NA,NA,4.435714286,NA,NA,NA,NA,NA,NA
"MEDICAGO MINIMA",26.2468254,0.130411765,1.035217391,255.1777778,27.68666667,41.68066667,1.646666667,1.588026972,417.5926543
"MEDICAGO MUREX",NA,NA,6.6025,NA,NA,NA,NA,NA,NA
"MEDICAGO ORBICULARIS",NA,NA,3.225,NA,NA,26.1,1.2,NA,NA
"MEDICAGO POLYMORPHA",30.95666667,0.376315789,3.535185185,196.01625,167.1225,NA,NA,NA,NA
"MEDICAGO PRAECOX",NA,NA,2.09,NA,NA,NA,NA,NA,NA
"MEDICAGO RIGIDULA",NA,NA,3.135555556,NA,NA,NA,NA,NA,NA
"MEDICAGO SATIVA",21.79931034,0.686153846,2.184512195,241.2380952,107.7414286,38.101875,2.429107239,1.747847725,459.619631
"MEDICAGO SCUTELLATA",NA,0.6,19.013,NA,NA,NA,NA,NA,NA
"MEDICAGO SOLEIROLII",NA,NA,7.515,NA,NA,NA,NA,NA,NA
"MEDICAGO SUFFRUTICOSA",NA,0.4,2.7,NA,NA,NA,NA,NA,NA
"MEDICAGO TENOREANA",NA,NA,2.1,NA,NA,NA,NA,NA,NA
"MEDICAGO TRUNCATULA",NA,NA,4.029166667,NA,NA,NA,NA,NA,NA
"MELAMPYRUM ARVENSE",28.81,0.391428571,13.82857143,178.34,450,NA,NA,NA,NA
"MELAMPYRUM CRISTATUM",26.09,0.358333333,4.904285714,181.835,378.5,NA,NA,NA,NA
"MELAMPYRUM NEMOROSUM",34.68,0.533333333,6.63,154.06,526.665,NA,NA,NA,NA
"MELAMPYRUM PRATENSE",27.05428571,0.17975,5.739333333,163.6053187,240,21.12078994,2.818,0.780681854,205.2905986
"MELAMPYRUM SYLVATICUM",28.47555556,0.274736842,6.383333333,153.245,282.25,23.00466667,2.137494733,0.8078742,212.4411849
"MELICA CILIATA",20.32714286,0.601666667,0.661538462,510.91,219.265,26,NA,1.279077939,336.350428
"MELICA MINUTA",NA,0.3,NA,NA,NA,NA,NA,NA,NA
"MELICA NUTANS",22.41666667,0.59,2.194615385,394.2857143,402,24.8,1.7,1.106319703,290.9213692
"MELICA TRANSSILVANICA",NA,0.975,NA,NA,NA,NA,NA,NA,NA
"MELICA UNIFLORA",36.72,0.397,2.710714286,NA,NA,20.35,1.742857143,0.5541939,145.7326013
"MELILOTUS",NA,NA,2.3,NA,NA,NA,NA,NA,NA
"MELILOTUS ALBUS",22.21636364,0.730555556,2.097948718,224.8275862,282.2729032,45.55333333,1.221,2.050440571,539.1904139
"MELILOTUS ALTISSIMUS",16.14,1.08,3.867142857,230,NA,NA,NA,NA,NA
"MELILOTUS INDICUS",20.61,0.544,2.042307692,230,NA,NA,NA,NA,NA
"MELILOTUS NEAPOLITANUS",NA,NA,0.5,NA,NA,NA,NA,NA,NA
"MELILOTUS OFFICINALIS",18.46,1.058125,2.810540541,222.5,202.33,34.8,1.56,1.885157096,495.7269426
"MELILOTUS SULCATUS",NA,NA,3.59,NA,NA,NA,NA,NA,NA
"MELISSA OFFICINALIS",NA,0.704,0.594285714,NA,NA,NA,NA,NA,NA
"MELITTIS MELISSOPHYLLUM",53.5,0.375,5.39,144.4,2586.75,NA,NA,NA,NA
"MENTHA",NA,NA,NA,NA,675,NA,NA,NA,NA
"MENTHA AQUATICA",23.94571429,0.384285714,0.120909091,183.2176923,625.405625,16.78909091,1.304551845,0.701131347,184.3717426
"MENTHA ARVENSIS",38.88090909,0.411538462,0.147647059,174.5142857,505.4583333,NA,NA,NA,NA
"MENTHA LONGIFOLIA",32.11,0.641,0.05625,190.3375,1623.333333,28.634,3.464053659,0.891747119,234.4966761
"MENTHA PULEGIUM",23.145,0.2625,0.071052632,178.1075,153.18,NA,NA,NA,NA
"MENTHA SPICATA",21.285,0.617142857,NA,232,1057.6,NA,NA,NA,NA
"MENTHA SUAVEOLENS",27.4,0.531428571,0.025,184.0725,1483.75,NA,NA,NA,NA
"MENTHA X PIPERITA",23.24,0.8,NA,NA,NA,NA,NA,NA,NA
"MENTHA X VERTICILLATA",34.45,0.766666667,NA,NA,NA,NA,NA,NA,NA
"MENYANTHES TRIFOLIATA",23.71,0.245,2.824,191.1666667,4106.68,26.31333333,3.184949951,1.10979896,291.8362858
"MERCURIALIS ANNUA",48.47,0.32,2.005,162.3625,759.855,NA,NA,NA,NA
"MERCURIALIS PERENNIS",26.34375,0.278181818,5.394615385,222.25,1890.5,32.64615385,2.741666667,1.239237157,325.8737683
"MERENDERA MONTANA",NA,NA,2.04,NA,NA,NA,NA,NA,NA
"MESEMBRYANTHEMUM CRYSTALLINUM",NA,NA,0.196666667,NA,NA,NA,NA,NA,NA
"MESEMBRYANTHEMUM NODIFLORUM",NA,NA,3.53,NA,75,NA,NA,NA,NA
"MESPILUS GERMANICA",18.15,5.642857143,113.629,322.7725,2747.5,NA,NA,NA,NA
"MEUM ATHAMANTICUM",13.15619931,0.3434375,7.737111111,239.1178195,NA,25.86917197,1.607692308,1.966310433,517.0672837
"MIBORA MINIMA",NA,0.078,0.097142857,NA,NA,NA,NA,NA,NA
"MICROMERIA MARGINATA",NA,0.4,0.24,NA,NA,NA,NA,NA,NA
"MICROPYRUM TENELLUM",NA,0.312,0.673333333,NA,NA,29.47195122,2.399643951,NA,NA
"MICROTHLASPI PERFOLIATUM",22.69,0.125454545,0.8555,NA,208.9,NA,NA,NA,NA
"MILIUM EFFUSUM",32.99833333,1.14,1.156,248,1621.5,24.48181818,1.825,0.741910748,195.0952245
"MILIUM VERNALE",NA,0.3,NA,NA,NA,NA,NA,NA,NA
"MIMULUS GUTTATUS",44.305,0.528333333,0.0304,130,2084.0625,NA,NA,NA,NA
"MINUARTIA GLOMERATA",NA,NA,0.06,NA,NA,NA,NA,NA,NA
"MINUARTIA HYBRIDA",21.98,0.127142857,0.0675,320,3.58,NA,NA,NA,NA
"MINUARTIA LARICIFOLIA",NA,NA,0.37,NA,NA,NA,NA,NA,NA
"MINUARTIA RECURVA",11.97,0.05,0.281428571,300,27.07,24.14,NA,2.016708438,530.3201043
"MINUARTIA RUBRA",NA,0.2625,0.08,NA,NA,NA,NA,NA,NA
"MINUARTIA RUPESTRIS",NA,0.12,NA,NA,NA,NA,NA,NA,NA
"MINUARTIA SEDOIDES",9.8,0.063333333,0.262857143,NA,NA,NA,NA,NA,NA
"MINUARTIA SETACEA",NA,0.148333333,0.1,NA,NA,NA,NA,NA,NA
"MINUARTIA VERNA",20.3325,0.095714286,0.08,248.885,5.446666667,18.1,2.2,0.890200418,234.0899506
"MINUARTIA VISCOSA",NA,0.0625,NA,331.68,NA,NA,NA,NA,NA
"MISCANTHUS SINENSIS",NA,1.52,0.9,NA,NA,11.2,1.52205,NA,NA
"MISOPATES ORONTIUM",30.855,0.294444444,0.134285714,131.6325,202.625,NA,NA,NA,NA
"MOEHRINGIA CILIATA",NA,0.16,0.4,NA,NA,NA,NA,NA,NA
"MOEHRINGIA MUSCOSA",NA,0.1425,NA,NA,NA,NA,NA,NA,NA
"MOEHRINGIA TRINERVIA",36.10142857,0.195625,0.18,178,81.33333333,NA,NA,NA,NA
"MOENCHIA ERECTA",NA,0.064285714,0.08,NA,NA,NA,NA,NA,NA
"MOLINIA CAERULEA",19.7713871,0.736173333,0.752666667,354.372012,987.1725,14.52555556,0.835165395,0.734675594,193.192645
"MONESES UNIFLORA",18.66333333,0.078333333,0.002,263.06,360.5,20.4,NA,1.093052331,287.4325387
"MONOTROPA HYPOPITYS",NA,0.236666667,0.0023,NA,NA,NA,NA,NA,NA
"MONTIA FONTANA",37.196,0.272,0.241666667,113.472,12.41333333,NA,NA,NA,NA
"MORAEA SISYRINCHIUM",NA,NA,1.9975,NA,NA,NA,NA,NA,NA
"MORUS ALBA",13.41,11.00666667,7.437142857,NA,10303.1,22.63333333,1.508040609,1.687795178,443.8280209
"MORUS NIGRA",NA,11.83333333,3.12,NA,NA,NA,NA,NA,NA
"MUSCARI BOTRYOIDES",28.82,0.175,2.916666667,89.63,1533,NA,NA,NA,NA
"MUSCARI COMOSUM",NA,0.62,5.765,NA,NA,14.5,1,NA,NA
"MUSCARI NEGLECTUM",19.352,0.169464268,5.456533333,108.839,NA,29.08700591,3.4275,1.503049086,395.2465973
"MUTELLINA ADONIDIFOLIA",19.43,0.373333333,NA,150,2646.2,36.2,NA,1.863098302,489.9262913
"MYAGRUM PERFOLIATUM",29.2,0.328333333,13.5,110.26,1211.5,NA,NA,NA,NA
"MYOSOTIS",NA,NA,NA,NA,675,NA,NA,NA,NA
"MYOSOTIS ALPESTRIS",17.23,0.108333333,0.591666667,180,209.92,22,NA,1.276842716,335.7626465
"MYOSOTIS ARVENSIS",29.07142857,0.273076923,0.367333333,146.5714286,731.3333333,NA,NA,NA,NA
"MYOSOTIS DECUMBENS",NA,0.305,NA,NA,NA,NA,NA,NA,NA
"MYOSOTIS DISCOLOR",21.9363353,0.24,0.187142857,177.2957852,79.375,17.92,NA,0.816909468,214.8171278
"MYOSOTIS LAXA",38.55363636,0.299090909,0.267272727,119.735,326.9375,NA,NA,NA,NA
"MYOSOTIS NEMOROSA",42.5975,0.35375,0.13,170,NA,NA,NA,NA,NA
"MYOSOTIS RAMOSISSIMA",24.37954545,0.107062926,0.23240625,197.9912727,180.36,13.98928571,2.084290476,0.573812409,150.8915473
"MYOSOTIS SCORPIOIDES",37.9045,0.375555556,0.298571429,140.2575,940.5416667,21.8,NA,0.575129602,151.2379206
"MYOSOTIS SECUNDA",NA,0.3,0.2,NA,NA,NA,NA,NA,NA
"MYOSOTIS STRICTA",21.005,0.14,0.11,180,24.53,NA,NA,NA,NA
"MYOSOTIS SYLVATICA",29.7,0.293333333,0.55,144.6666667,509.95,29.55,NA,0.994949495,261.635103
"MYOSOTON AQUATICUM",57.805,0.4175,0.2,105.5725,1048,NA,NA,NA,NA
"MYOSURUS MINIMUS",21.09333333,0.076,0.088888889,120.955,112,NA,NA,NA,NA
"MYRICA GALE",11.5625,1.824,1.3025,340,151.5,25.5,0.9,2.205405405,579.9404627
"MYRICARIA GERMANICA",9.09,1.72,0.054,NA,18,NA,NA,NA,NA
"MYRIOPHYLLUM ALTERNIFLORUM",139.02,0.3875,0.61,200,8.14,NA,NA,NA,NA
"MYRIOPHYLLUM AQUATICUM",30.76,0.2,NA,NA,NA,NA,NA,NA,NA
"MYRIOPHYLLUM SPICATUM",30.23375,1.0625,1.136,235.65125,33.825,NA,NA,NA,NA
"MYRIOPHYLLUM VERTICILLATUM",224,0.7125,1.5,NA,NA,NA,NA,NA,NA
"MYRRHIS ODORATA",38.62111111,0.95,38.52076923,234,142526,51.5,4.3,1.333467591,350.6529049
"MYRTUS COMMUNIS",8.5,3.166666667,14.09125,NA,171.5,11.33333333,0.5,1.333333333,350.6176
"NAJAS MARINA",36.52,0.5,4.2,60.505,41.25,NA,NA,NA,NA
"NAJAS MINOR",43.34,0.4,NA,92.335,6.31,NA,NA,NA,NA
"NARCISSUS POETICUS",18.675,0.4097,6.3,200.044,4582,21.1,2.499,1.129852744,297.1096932
"NARCISSUS PSEUDONARCISSUS",19.3,0.377142857,5.32,133.75,1773.5,35.5,2.5,1.839378238,483.6887876
"NARDUS STRICTA",11.495,0.219023333,0.326363636,412.2788889,89.5575,15.84735294,1.308314436,1.378630095,362.5289814
"NARTHECIUM OSSIFRAGUM",25.08333333,0.251666667,0.086111111,150,1087,24.7,6.2,0.984717608,258.9444933
"NASSELLA NEESIANA",5.97,0.08,7.1,NA,66.28,31.43,NA,5.264656616,1384.410951
"NASTURTIUM MICROPHYLLUM",60.84166667,0.52125,0.123333333,75,2245.5,NA,NA,NA,NA
"NASTURTIUM OFFICINALE",42.5,0.502857143,0.189090909,93.75,1435,NA,7.7,NA,NA
"NEOTINEA TRIDENTATA",NA,0.2175,NA,NA,NA,NA,NA,NA,NA
"NEOTINEA USTULATA",20.838,0.22,NA,131.1425,556.0833333,NA,NA,NA,NA
"NEOTTIA NIDUS-AVIS",NA,0.454285714,0.0065,NA,NA,NA,NA,NA,NA
"NEPETA CATARIA",30.9,0.75,0.566666667,186.78,390.5,NA,NA,NA,NA
"NEPETA LATIFOLIA",NA,NA,0.8,NA,NA,NA,NA,NA,NA
"NEPETA NEPETELLA",NA,NA,0.4,NA,NA,NA,NA,NA,NA
"NEPETA NUDA",NA,0.7875,0.483333333,NA,NA,NA,NA,NA,NA
"NERIUM OLEANDER",5.144,3.883333333,4.348333333,NA,1983.5,12.63333333,0.6,2.455935718,645.8207154
"NESLIA APICULATA",24.82,0.27,3.876666667,NA,131.64,NA,NA,NA,NA
"NICOTIANA GLAUCA",12.43166667,3.86,0.032857143,160,5515.04,40.17,2.145024323,3.231264245,849.7035858
"NIGELLA ARVENSIS",26.63,0.261428571,2,170,188.54,NA,NA,NA,NA
"NIGELLA DAMASCENA",29.74,0.365714286,2.34,175.595,2361,NA,NA,NA,NA
"NOCCAEA ALPESTRIS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NOCCAEA BRACHYPETALA",NA,NA,0.264,NA,NA,NA,NA,NA,NA
"NOCCAEA CAERULESCENS",30.3,0.206666667,0.378333333,140,114,NA,NA,NA,NA
"NOCCAEA MONTANA",19.39583333,0.128571429,0.644285714,145,257.7090909,28.19,2.666391684,1.453404941,382.1920142
"NONEA ERECTA",22.97,0.424,NA,130,1603,NA,NA,NA,NA
"NOTHOSCORDUM BORBONICUM",21.72,NA,4.7,NA,2696.3,NA,NA,NA,NA
"NUPHAR LUTEA",16.702,1.258,173.4366667,167.42,26244.25,44.4,NA,2.658364268,699.0519746
"NUPHAR PUMILA",15.38,0.526666667,270,NA,NA,NA,NA,NA,NA
"NYMPHAEA ALBA",14.7,1.27,1.89,180.5,39342,28,4.2,1.904761905,500.8822857
"NYMPHOIDES PELTATA",25.61333333,0.77,0.668,64.5,10495,NA,NA,NA,NA
"ODONTITES LUTEUS",21.64,0.41,0.22,210,27.17,NA,NA,NA,NA
"ODONTITES VERNUS",18.79079299,0.428707692,0.19,174.9292821,108.875,20.76666667,1.751443329,1.10515116,290.6140856
"OENANTHE AQUATICA",28.944,0.87,2.327142857,133.0125,4890.25,NA,NA,NA,NA
"OENANTHE CROCATA",41.62,1,3.46,140,7996,NA,NA,NA,NA
"OENANTHE FISTULOSA",44.42,0.52,5.396666667,128.0275,420.155,NA,NA,NA,NA
"OENANTHE FLUVIATILIS",NA,1.5,NA,NA,NA,NA,NA,NA,NA
"OENANTHE GLOBULOSA",NA,NA,15.2,NA,NA,NA,NA,NA,NA
"OENANTHE LACHENALII",14.2025,0.7125,1.178571429,190.245,1180.92,NA,NA,NA,NA
"OENANTHE PEUCEDANIFOLIA",NA,0.534,2.05,NA,NA,NA,NA,NA,NA
"OENANTHE PIMPINELLOIDES",NA,0.516666667,1.718,NA,NA,NA,NA,NA,NA
"OENANTHE SILAIFOLIA",14.79490791,0.611666667,NA,198.7998956,NA,NA,NA,NA,NA
"OENOTHERA",20.69,NA,NA,270,89,NA,NA,NA,NA
"OENOTHERA BIENNIS",17.603,1.2044,0.407857143,222.2222222,5772.7,19.354,NA,1.099471681,289.1205915
"OENOTHERA GLAZIOVIANA",24.05,0.918,0.624,120,5647.25,NA,NA,NA,NA
"OENOTHERA ISSLERI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OENOTHERA LACINIATA",NA,NA,0.405,NA,NA,NA,NA,NA,NA
"OENOTHERA PARVIFLORA",17.985,1.236666667,0.549,170,437.25,NA,NA,NA,NA
"OLEA EUROPAEA",4.71,16.5,178.91,NA,422.7,14.66666667,0.866,3.113941967,818.8521444
"ONOBRYCHIS ARENARIA",8.92,0.2125,19.0575,NA,120,28.1,NA,3.150224215,828.3930404
"ONOBRYCHIS VICIIFOLIA",14.19129167,0.331026087,16.95214286,294.3983292,6.308333333,27.66923077,1.535923077,1.949733077,512.7080491
"ONONIS CRISTATA",20.51,NA,4.86,212.28,NA,33.86,1.79,1.650901999,434.1264725
"ONONIS FRUTICOSA",NA,0.886666667,NA,NA,NA,NA,NA,NA,NA
"ONONIS MINUTISSIMA",NA,0.4,NA,NA,NA,NA,NA,NA,NA
"ONONIS NATRIX",NA,0.425,3.09,NA,NA,NA,NA,NA,NA
"ONONIS ORNITHOPODIOIDES",NA,0.2,NA,NA,NA,NA,NA,NA,NA
"ONONIS PUBESCENS",NA,NA,9.6,NA,NA,NA,NA,NA,NA
"ONONIS PUSILLA",12.46,0.225,3.192,NA,NA,NA,NA,NA,NA
"ONONIS RECLINATA",NA,0.035,0.738,NA,NA,NA,NA,NA,NA
"ONONIS SPINOSA",24.46722222,0.536086957,4.684285714,216,151.5788889,41.2475,2.077034172,1.685826843,443.3104213
"ONONIS STRIATA",16.46366667,0.023907296,3.8484,272.4625167,0.399469445,23.98585616,2.333888889,1.456896367,383.1101308
"ONONIS VISCOSA",NA,NA,4.54,NA,NA,NA,NA,NA,NA
"ONOPORDUM ACANTHIUM",14.25,1.64625,9.442222222,212.34,4928.5,NA,NA,NA,NA
"ONOPORDUM ILLYRICUM",NA,NA,13.035,NA,NA,NA,NA,NA,NA
"ONOSMA ARENARIA",NA,0.36,NA,NA,NA,NA,NA,NA,NA
"ONOSMA HELVETICA",NA,NA,3.5,NA,NA,NA,NA,NA,NA
"OPHIOGLOSSUM VULGATUM",24.746,0.218,NA,110,1487,NA,NA,NA,NA
"OPHRYS APIFERA",21.36875,0.295833333,NA,124.7666667,665.5833333,NA,NA,NA,NA
"OPHRYS FUCIFLORA",27.13,0.2175,NA,100,1144.75,NA,NA,NA,NA
"OPHRYS INSECTIFERA",28.11666667,0.334,NA,121,325,NA,NA,NA,NA
"OPOPANAX CHIRONIUM",NA,NA,6.36,NA,NA,NA,NA,NA,NA
"OPUNTIA FICUS-INDICA",NA,3.04,2.26,NA,NA,NA,NA,NA,NA
"OPUNTIA HUMIFUSA",NA,NA,29.79333333,NA,NA,NA,NA,NA,NA
"OPUNTIA MONACANTHA",NA,NA,24.15,NA,NA,NA,NA,NA,NA
"OPUNTIA STRICTA",NA,NA,21.92,NA,NA,NA,NA,NA,NA
"ORCHIS",NA,NA,NA,NA,2755.181818,13.9,0.6,NA,NA
"ORCHIS ANTHROPOPHORA",27.34666667,0.274,NA,71.9125,1026,NA,NA,NA,NA
"ORCHIS MASCULA",18.21333333,0.319230769,NA,120.7085714,1863.066,NA,NA,NA,NA
"ORCHIS MILITARIS",21.51,0.34,0.001,111.54,6088,NA,NA,NA,NA
"ORCHIS PALLENS",NA,0.2875,NA,NA,NA,NA,NA,NA,NA
"ORCHIS PURPUREA",28.62,0.515714286,NA,63.055,8301.25,NA,NA,NA,NA
"ORCHIS SIMIA",24.77,0.34,NA,100.415,3413.25,NA,NA,NA,NA
"ORCHIS SPITZELII",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OREOCHLOA DISTICHA",9.2,0.1525,NA,NA,NA,NA,NA,NA,NA
"OREOPTERIS LIMBOSPERMA",13.41666667,0.883333333,NA,284.5,28156,NA,NA,NA,NA
"OREOSELINUM NIGRUM",16.27,0.892857143,4.076,255,4028.125,NA,NA,NA,NA
"ORIGANUM VULGARE",22.93388889,0.531538462,0.101,231.5,407.8166667,21.41111111,1.7,0.933601415,245.5028155
"ORLAYA GRANDIFLORA",18.63,0.328888889,12.395,176.3533333,1618,11.4,NA,0.611916264,160.9114589
"ORLAYA PLATYCARPOS",NA,NA,23.91,NA,NA,NA,NA,NA,NA
"ORNITHOGALUM ANGUSTIFOLIUM",13.17,NA,NA,NA,NA,NA,NA,NA,NA
"ORNITHOGALUM GUSSONEI",16.37163636,0.046824528,2.360836111,140.1781818,NA,32.97727273,3.483636364,2.014293012,529.6849363
"ORNITHOGALUM UMBELLATUM",13.2,0.271428571,NA,81.5,725,NA,NA,NA,NA
"ORNITHOPUS COMPRESSUS",32.745,0.19,2.5175,215,NA,32.46,1.292,0.991296381,260.6744685
"ORNITHOPUS PERPUSILLUS",26.20333333,0.2675,1.05,191.6666667,NA,NA,NA,NA,NA
"ORNITHOPUS PINNATUS",NA,0.075,0.993333333,NA,NA,NA,NA,NA,NA
"ORNITHOPUS SATIVUS",NA,0.54,3.18,NA,NA,NA,NA,NA,NA
"OROBANCHE ALBA",NA,0.368,0.004,NA,NA,NA,NA,NA,NA
"OROBANCHE ALSATICA",NA,0.533333333,NA,NA,NA,NA,NA,NA,NA
"OROBANCHE AMETHYSTEA",NA,0.36,NA,NA,NA,NA,NA,NA,NA
"OROBANCHE ARTEMISII-CAMPESTRIS",NA,0.3675,NA,NA,NA,NA,NA,NA,NA
"OROBANCHE BARTLINGII",NA,0.27,NA,NA,NA,NA,NA,NA,NA
"OROBANCHE CARYOPHYLLACEA",NA,0.361666667,NA,NA,NA,NA,NA,NA,NA
"OROBANCHE CERNUA",NA,NA,0.01,NA,NA,NA,NA,NA,NA
"OROBANCHE GRACILIS",NA,0.475,NA,NA,NA,NA,NA,NA,NA
"OROBANCHE HEDERAE",NA,0.45,0.0075,NA,NA,NA,NA,NA,NA
"OROBANCHE MAJOR",NA,0.3975,0.004,NA,NA,NA,NA,NA,NA
"OROBANCHE MINOR",NA,0.392857143,0.015666667,NA,NA,NA,NA,NA,NA
"OROBANCHE PICRIDIS",NA,0.475,0.003,NA,NA,NA,NA,NA,NA
"OROBANCHE RAPUM-GENISTAE",NA,0.58,NA,NA,NA,NA,NA,NA,NA
"OROBANCHE RETICULATA",NA,0.464,NA,NA,NA,NA,NA,NA,NA
"OROBANCHE SALVIAE",NA,0.45,NA,NA,NA,NA,NA,NA,NA
"OROBANCHE TEUCRII",NA,0.335,NA,NA,NA,NA,NA,NA,NA
"ORTHILIA SECUNDA",17.15545455,0.081551724,0.00082375,371.2737132,323.635,14.8497136,3.483333333,0.865597211,227.6202124
"ORYZA SATIVA",19.8,NA,27.16,NA,2433,19.572,4.6,0.988484848,259.9351389
"OSMUNDA REGALIS",20.25666667,1.398571429,NA,275.325,164635.19,NA,NA,NA,NA
"OSTRYA CARPINIFOLIA",NA,20,10.625,NA,3019,23.2,1.123333333,NA,NA
"OSYRIS ALBA",NA,1.286666667,138.65,NA,34.6,NA,NA,NA,NA
"OXALIS",NA,NA,0.9,NA,75,NA,NA,NA,NA
"OXALIS ACETOSELLA",61.37615385,0.107,1.054166667,127.36,191.6825,27.43333333,3.2125,0.446970551,117.5368065
"OXALIS ARTICULATA",NA,0.35,NA,NA,NA,NA,NA,NA,NA
"OXALIS CORNICULATA",35.07166667,0.275333333,0.188333333,143.725,63.55142857,NA,NA,NA,NA
"OXALIS DILLENII",47.51766667,0.221666667,0.217857143,164.0740741,125.5917857,NA,NA,NA,NA
"OXALIS FONTANA",NA,0.4,0.202727273,NA,NA,NA,NA,NA,NA
"OXALIS PES-CAPRAE",NA,0.2,NA,NA,NA,NA,NA,NA,NA
"OXYRIA DIGYNA",25.85666667,0.112857143,0.671111111,90,504.55,37.844,3.6,1.463607065,384.8747972
"OXYTROPIS CAMPESTRIS",12.7075,0.25,2.138,211.955,NA,32.955,2.21,2.593350384,681.9557156
"OXYTROPIS HALLERI",NA,0.3,5.12,NA,NA,NA,NA,NA,NA
"OXYTROPIS JACQUINI",NA,0.085,3.14,NA,NA,NA,NA,NA,NA
"OXYTROPIS PILOSA",NA,0.2425,1.23,NA,NA,NA,NA,NA,NA
"PACHYPLEURUM MUTELLINOIDES",NA,0.1025,NA,NA,NA,NA,NA,NA,NA
"PAEONIA MASCULA",NA,NA,101.08,NA,NA,NA,NA,NA,NA
"PAEONIA OFFICINALIS",NA,0.8,99.17142857,NA,NA,NA,NA,NA,NA
"PALIURUS SPINA-CHRISTI",13.165,2.11,73.05428571,NA,664.7,NA,NA,NA,NA
"PALLENIS SPINOSA",NA,0.3,1.12,NA,NA,NA,NA,NA,NA
"PANCRATIUM MARITIMUM",NA,NA,39.6,NA,NA,NA,NA,NA,NA
"PANICUM CAPILLARE",24.968,0.478709677,0.244444444,303,4567.3,17.35909091,NA,0.695253561,182.8261012
"PANICUM DICHOTOMIFLORUM",NA,1.266666667,0.514,NA,NA,NA,NA,NA,NA
"PANICUM MILIACEUM",NA,0.8575,4.35125,NA,NA,NA,NA,NA,NA
"PAPAVER",NA,NA,0.06,NA,675,NA,NA,NA,NA
"PAPAVER ALPINUM",NA,0.175,NA,NA,NA,NA,NA,NA,NA
"PAPAVER ARGEMONE",24.848,0.442666667,0.150666667,160,983,NA,NA,NA,NA
"PAPAVER AURANTIACUM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAPAVER DUBIUM",22.12,0.5875,0.116363636,174.125,4627,NA,NA,NA,NA
"PAPAVER HYBRIDUM",NA,0.365454545,0.1425,NA,NA,NA,NA,NA,NA
"PAPAVER ORIENTALE",NA,NA,0.2,NA,NA,NA,NA,NA,NA
"PAPAVER RHOEAS",32.59333333,0.6195,0.189375,141.5,4986.5,NA,NA,NA,NA
"PAPAVER SOMNIFERUM",33.475,1.04375,0.375714286,170,10398,NA,NA,NA,NA
"PARADISEA LILIASTRUM",19.25,0.38,NA,NA,NA,28.94,NA,1.503376623,395.3327277
"PARAGYMNOPTERIS MARANTAE",NA,NA,NA,NA,7,NA,NA,NA,NA
"PARAPHOLIS FILIFORMIS",19.80681095,NA,1.2859,345.8890412,NA,18.97889674,0.894373402,0.95820053,251.9714775
"PARAPHOLIS INCURVA",15.02721476,NA,1.3778,320.2294011,NA,19.62024413,2.599565933,1.305647417,343.3372227
"PARAPHOLIS STRIGOSA",26.59351265,0.154,0.788916667,261.6172426,19.415,24.97833333,NA,0.93926416,246.9919093
